para_id,x,y,row,col,word,sentence,word_index_in_sentence,sentence_length
0,660.0,336.0,1,7,南,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,7,22
0,700.0,336.0,1,8,北,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,8,22
0,740.0,336.0,1,9,街,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,9,22
0,780.0,336.0,1,10,交,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,10,22
0,820.0,336.0,1,11,口,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,11,22
0,860.0,336.0,1,12,处,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,12,22
0,900.0,336.0,1,13,的,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,13,22
0,940.0,336.0,1,14,一,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,14,22
0,980.0,336.0,1,15,栋,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,15,22
0,1020.0,336.0,1,16,大,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,16,22
0,1060.0,336.0,1,17,厦,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,17,22
0,1100.0,336.0,1,18,发,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,18,22
0,1140.0,336.0,1,19,生,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,19,22
0,1180.0,336.0,1,20,火,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,20,22
0,1220.0,336.0,1,21,情,[CLS]南京路与万德庄南北街交口处的一栋大厦发生火情，,21,22
0,1260.0,336.0,1,22,，,火情，目前,-1,1
0,1300.0,336.0,1,23,目,，目前从大楼的一[SEP],0,7
0,1340.0,336.0,1,24,前,，目前从大楼的一[SEP],1,7
0,1380.0,336.0,1,25,从,，目前从大楼的一[SEP],2,7
0,1420.0,336.0,1,26,大,，目前从大楼的一[SEP],3,7
0,1460.0,336.0,1,27,楼,，目前从大楼的一[SEP],4,7
0,1500.0,336.0,1,28,的,，目前从大楼的一[SEP],5,7
0,1540.0,336.0,1,29,一,，目前从大楼的一[SEP],6,7
0,380.0,400.0,2,0,侧,[CLS]侧外立面到顶楼均可见明火，,0,12
0,420.0,400.0,2,1,外,[CLS]侧外立面到顶楼均可见明火，,1,12
0,460.0,400.0,2,2,立,[CLS]侧外立面到顶楼均可见明火，,2,12
0,500.0,400.0,2,3,面,[CLS]侧外立面到顶楼均可见明火，,3,12
0,540.0,400.0,2,4,到,[CLS]侧外立面到顶楼均可见明火，,4,12
0,580.0,400.0,2,5,顶,[CLS]侧外立面到顶楼均可见明火，,5,12
0,620.0,400.0,2,6,楼,[CLS]侧外立面到顶楼均可见明火，,6,12
0,660.0,400.0,2,7,均,[CLS]侧外立面到顶楼均可见明火，,7,12
0,700.0,400.0,2,8,可,[CLS]侧外立面到顶楼均可见明火，,8,12
0,740.0,400.0,2,9,见,[CLS]侧外立面到顶楼均可见明火，,9,12
0,780.0,400.0,2,10,明,[CLS]侧外立面到顶楼均可见明火，,10,12
0,820.0,400.0,2,11,火,[CLS]侧外立面到顶楼均可见明火，,11,12
0,860.0,400.0,2,12,，,明火，消防,-1,1
0,900.0,400.0,2,13,消,，消防部门正在全力进行灭火工作。[SEP],0,14
0,940.0,400.0,2,14,防,，消防部门正在全力进行灭火工作。[SEP],1,14
0,980.0,400.0,2,15,部,，消防部门正在全力进行灭火工作。[SEP],2,14
0,1020.0,400.0,2,16,门,，消防部门正在全力进行灭火工作。[SEP],3,14
0,1060.0,400.0,2,17,正,，消防部门正在全力进行灭火工作。[SEP],4,14
0,1100.0,400.0,2,18,在,，消防部门正在全力进行灭火工作。[SEP],5,14
0,1140.0,400.0,2,19,全,，消防部门正在全力进行灭火工作。[SEP],6,14
0,1180.0,400.0,2,20,力,，消防部门正在全力进行灭火工作。[SEP],7,14
0,1220.0,400.0,2,21,进,，消防部门正在全力进行灭火工作。[SEP],8,14
0,1260.0,400.0,2,22,行,，消防部门正在全力进行灭火工作。[SEP],9,14
0,1300.0,400.0,2,23,灭,，消防部门正在全力进行灭火工作。[SEP],10,14
0,1340.0,400.0,2,24,火,，消防部门正在全力进行灭火工作。[SEP],11,14
0,1380.0,400.0,2,25,工,，消防部门正在全力进行灭火工作。[SEP],12,14
0,1420.0,400.0,2,26,作,，消防部门正在全力进行灭火工作。[SEP],13,14
0,1460.0,400.0,2,27,。,工作。[SEP],-1,1
0,380.0,464.0,3,0,  ,[CLS]    据,-1,2
0,420.0,464.0,3,1,  ,[CLS]    据,-2,2
0,460.0,464.0,3,2,据,  据现场视频显示，,0,7
0,500.0,464.0,3,3,现,  据现场视频显示，,1,7
0,540.0,464.0,3,4,场,  据现场视频显示，,2,7
0,580.0,464.0,3,5,视,  据现场视频显示，,3,7
0,620.0,464.0,3,6,频,  据现场视频显示，,4,7
0,660.0,464.0,3,7,显,  据现场视频显示，,5,7
0,700.0,464.0,3,8,示,  据现场视频显示，,6,7
0,740.0,464.0,3,9,，,显示，整个,-1,1
0,780.0,464.0,3,10,整,，整个大楼一侧有较严重的明火燃烧，,0,15
0,820.0,464.0,3,11,个,，整个大楼一侧有较严重的明火燃烧，,1,15
0,860.0,464.0,3,12,大,，整个大楼一侧有较严重的明火燃烧，,2,15
0,900.0,464.0,3,13,楼,，整个大楼一侧有较严重的明火燃烧，,3,15
0,940.0,464.0,3,14,一,，整个大楼一侧有较严重的明火燃烧，,4,15
0,980.0,464.0,3,15,侧,，整个大楼一侧有较严重的明火燃烧，,5,15
0,1020.0,464.0,3,16,有,，整个大楼一侧有较严重的明火燃烧，,6,15
0,1060.0,464.0,3,17,较,，整个大楼一侧有较严重的明火燃烧，,7,15
0,1100.0,464.0,3,18,严,，整个大楼一侧有较严重的明火燃烧，,8,15
0,1140.0,464.0,3,19,重,，整个大楼一侧有较严重的明火燃烧，,9,15
0,1180.0,464.0,3,20,的,，整个大楼一侧有较严重的明火燃烧，,10,15
0,1220.0,464.0,3,21,明,，整个大楼一侧有较严重的明火燃烧，,11,15
0,1260.0,464.0,3,22,火,，整个大楼一侧有较严重的明火燃烧，,12,15
0,1300.0,464.0,3,23,燃,，整个大楼一侧有较严重的明火燃烧，,13,15
0,1340.0,464.0,3,24,烧,，整个大楼一侧有较严重的明火燃烧，,14,15
0,1380.0,464.0,3,25,，,燃烧，现场,-1,1
0,1420.0,464.0,3,26,现,，现场黑烟[SEP],0,4
0,1460.0,464.0,3,27,场,，现场黑烟[SEP],1,4
0,1500.0,464.0,3,28,黑,，现场黑烟[SEP],2,4
0,1540.0,464.0,3,29,烟,，现场黑烟[SEP],3,4
0,380.0,528.0,4,0,滚,[CLS]滚滚，,0,2
0,420.0,528.0,4,1,滚,[CLS]滚滚，,1,2
0,460.0,528.0,4,2,，,滚滚，路上,-1,1
0,500.0,528.0,4,3,路,，路上停有多辆消防救援车辆。[SEP],0,12
0,540.0,528.0,4,4,上,，路上停有多辆消防救援车辆。[SEP],1,12
0,580.0,528.0,4,5,停,，路上停有多辆消防救援车辆。[SEP],2,12
0,620.0,528.0,4,6,有,，路上停有多辆消防救援车辆。[SEP],3,12
0,660.0,528.0,4,7,多,，路上停有多辆消防救援车辆。[SEP],4,12
0,700.0,528.0,4,8,辆,，路上停有多辆消防救援车辆。[SEP],5,12
0,740.0,528.0,4,9,消,，路上停有多辆消防救援车辆。[SEP],6,12
0,780.0,528.0,4,10,防,，路上停有多辆消防救援车辆。[SEP],7,12
0,820.0,528.0,4,11,救,，路上停有多辆消防救援车辆。[SEP],8,12
0,860.0,528.0,4,12,援,，路上停有多辆消防救援车辆。[SEP],9,12
0,900.0,528.0,4,13,车,，路上停有多辆消防救援车辆。[SEP],10,12
0,940.0,528.0,4,14,辆,，路上停有多辆消防救援车辆。[SEP],11,12
0,980.0,528.0,4,15,。,车辆。[SEP],-1,1
0,380.0,592.0,5,0,  ,[CLS]    工作人员,-1,2
0,420.0,592.0,5,1,  ,[CLS]    工作人员,-2,2
0,460.0,592.0,5,2,工,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],0,24
0,500.0,592.0,5,3,作,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],1,24
0,540.0,592.0,5,4,人,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],2,24
0,580.0,592.0,5,5,员,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],3,24
0,620.0,592.0,5,6,表,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],4,24
0,660.0,592.0,5,7,示,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],5,24
0,700.0,592.0,5,8,如,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],6,24
0,740.0,592.0,5,9,果,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],7,24
0,780.0,592.0,5,10,有,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],8,24
0,820.0,592.0,5,11,新,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],9,24
0,860.0,592.0,5,12,进,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],10,24
0,900.0,592.0,5,13,展,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],11,24
0,940.0,592.0,5,14,会,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],12,24
0,980.0,592.0,5,15,通,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],13,24
0,1020.0,592.0,5,16,过,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],14,24
0,1060.0,592.0,5,17,公,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],15,24
0,1100.0,592.0,5,18,众,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],16,24
0,1140.0,592.0,5,19,号,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],17,24
0,1180.0,592.0,5,20,及,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],18,24
0,1220.0,592.0,5,21,时,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],19,24
0,1260.0,592.0,5,22,发,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],20,24
0,1300.0,592.0,5,23,布,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],21,24
0,1340.0,592.0,5,24,通,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],22,24
0,1380.0,592.0,5,25,报,  工作人员表示如果有新进展会通过公众号及时发布通报。[SEP],23,24
0,1420.0,592.0,5,26,。,通报。[SEP],-1,1
1,380.0,272.0,0,0,【,[CLS]【知乎,-1,1
1,420.0,272.0,0,1,知,[CLS]【知乎】,0,2
1,460.0,272.0,0,2,乎,[CLS]【知乎】,1,2
1,500.0,272.0,0,3,】,知乎】董明珠,-1,1
1,540.0,272.0,0,4,董,】董明珠称「,0,4
1,580.0,272.0,0,5,明,】董明珠称「,1,4
1,620.0,272.0,0,6,珠,】董明珠称「,2,4
1,660.0,272.0,0,7,称,】董明珠称「,3,4
1,700.0,272.0,0,8,「,称「不,-1,1
1,740.0,272.0,0,9,不,「不招只想要多少工资的，,0,10
1,780.0,272.0,0,10,招,「不招只想要多少工资的，,1,10
1,820.0,272.0,0,11,只,「不招只想要多少工资的，,2,10
1,860.0,272.0,0,12,想,「不招只想要多少工资的，,3,10
1,900.0,272.0,0,13,要,「不招只想要多少工资的，,4,10
1,940.0,272.0,0,14,多,「不招只想要多少工资的，,5,10
1,980.0,272.0,0,15,少,「不招只想要多少工资的，,6,10
1,1020.0,272.0,0,16,工,「不招只想要多少工资的，,7,10
1,1060.0,272.0,0,17,资,「不招只想要多少工资的，,8,10
1,1100.0,272.0,0,18,的,「不招只想要多少工资的，,9,10
1,1140.0,272.0,0,19,，,的，希望,-1,1
1,1180.0,272.0,0,20,希,，希望年轻人知道自己能[SEP],0,10
1,1220.0,272.0,0,21,望,，希望年轻人知道自己能[SEP],1,10
1,1260.0,272.0,0,22,年,，希望年轻人知道自己能[SEP],2,10
1,1300.0,272.0,0,23,轻,，希望年轻人知道自己能[SEP],3,10
1,1340.0,272.0,0,24,人,，希望年轻人知道自己能[SEP],4,10
1,1380.0,272.0,0,25,知,，希望年轻人知道自己能[SEP],5,10
1,1420.0,272.0,0,26,道,，希望年轻人知道自己能[SEP],6,10
1,1460.0,272.0,0,27,自,，希望年轻人知道自己能[SEP],7,10
1,1500.0,272.0,0,28,己,，希望年轻人知道自己能[SEP],8,10
1,1540.0,272.0,0,29,能,，希望年轻人知道自己能[SEP],9,10
1,380.0,336.0,1,0,干,[CLS]干什么」,0,3
1,420.0,336.0,1,1,什,[CLS]干什么」,1,3
1,460.0,336.0,1,2,么,[CLS]干什么」,2,3
1,500.0,336.0,1,3,」,什么」，你,-1,2
1,540.0,336.0,1,4,，,什么」，你,-2,2
1,580.0,336.0,1,5,你,，你怎么看待这一言论？[SEP],0,9
1,620.0,336.0,1,6,怎,，你怎么看待这一言论？[SEP],1,9
1,660.0,336.0,1,7,么,，你怎么看待这一言论？[SEP],2,9
1,700.0,336.0,1,8,看,，你怎么看待这一言论？[SEP],3,9
1,740.0,336.0,1,9,待,，你怎么看待这一言论？[SEP],4,9
1,780.0,336.0,1,10,这,，你怎么看待这一言论？[SEP],5,9
1,820.0,336.0,1,11,一,，你怎么看待这一言论？[SEP],6,9
1,860.0,336.0,1,12,言,，你怎么看待这一言论？[SEP],7,9
1,900.0,336.0,1,13,论,，你怎么看待这一言论？[SEP],8,9
1,940.0,336.0,1,14,？,言论？[SEP],-1,1
1,380.0,400.0,2,0,【,[CLS]【知乎,-1,1
1,420.0,400.0,2,1,知,[CLS]【知乎】,0,2
1,460.0,400.0,2,2,乎,[CLS]【知乎】,1,2
1,500.0,400.0,2,3,】,知乎】特朗普,-1,1
1,540.0,400.0,2,4,特,】特朗普称将于24日自首，,0,10
1,580.0,400.0,2,5,朗,】特朗普称将于24日自首，,1,10
1,620.0,400.0,2,6,普,】特朗普称将于24日自首，,2,10
1,660.0,400.0,2,7,称,】特朗普称将于24日自首，,3,10
1,700.0,400.0,2,8,将,】特朗普称将于24日自首，,4,10
1,740.0,400.0,2,9,于,】特朗普称将于24日自首，,5,10
1,780.0,400.0,2,10,24,】特朗普称将于24日自首，,6,10
1,820.0,400.0,2,11,日,】特朗普称将于24日自首，,7,10
1,860.0,400.0,2,12,自,】特朗普称将于24日自首，,8,10
1,900.0,400.0,2,13,首,】特朗普称将于24日自首，,9,10
1,940.0,400.0,2,14,，,自首，这,-1,1
1,980.0,400.0,2,15,这,，这对其政治生涯意味着什么？,0,12
1,1020.0,400.0,2,16,对,，这对其政治生涯意味着什么？,1,12
1,1060.0,400.0,2,17,其,，这对其政治生涯意味着什么？,2,12
1,1100.0,400.0,2,18,政,，这对其政治生涯意味着什么？,3,12
1,1140.0,400.0,2,19,治,，这对其政治生涯意味着什么？,4,12
1,1180.0,400.0,2,20,生,，这对其政治生涯意味着什么？,5,12
1,1220.0,400.0,2,21,涯,，这对其政治生涯意味着什么？,6,12
1,1260.0,400.0,2,22,意,，这对其政治生涯意味着什么？,7,12
1,1300.0,400.0,2,23,味,，这对其政治生涯意味着什么？,8,12
1,1340.0,400.0,2,24,着,，这对其政治生涯意味着什么？,9,12
1,1380.0,400.0,2,25,什,，这对其政治生涯意味着什么？,10,12
1,1420.0,400.0,2,26,么,，这对其政治生涯意味着什么？,11,12
1,1460.0,400.0,2,27,？,什么？对,-1,1
1,1500.0,400.0,2,28,对,？对美[SEP],0,2
1,1540.0,400.0,2,29,美,？对美[SEP],1,2
1,380.0,464.0,3,0,政,[CLS]政坛有何影响？[SEP],0,6
1,420.0,464.0,3,1,坛,[CLS]政坛有何影响？[SEP],1,6
1,460.0,464.0,3,2,有,[CLS]政坛有何影响？[SEP],2,6
1,500.0,464.0,3,3,何,[CLS]政坛有何影响？[SEP],3,6
1,540.0,464.0,3,4,影,[CLS]政坛有何影响？[SEP],4,6
1,580.0,464.0,3,5,响,[CLS]政坛有何影响？[SEP],5,6
1,620.0,464.0,3,6,？,影响？[SEP],-1,1
1,380.0,528.0,4,0,【,[CLS]【知乎,-1,1
1,420.0,528.0,4,1,知,[CLS]【知乎】,0,2
1,460.0,528.0,4,2,乎,[CLS]【知乎】,1,2
1,500.0,528.0,4,3,】,知乎】中国,-1,1
1,540.0,528.0,4,4,中,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],0,25
1,580.0,528.0,4,5,国,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],1,25
1,620.0,528.0,4,6,房,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],2,25
1,660.0,528.0,4,7,地,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],3,25
1,700.0,528.0,4,8,产,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],4,25
1,740.0,528.0,4,9,报,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],5,25
1,780.0,528.0,4,10,呼,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],6,25
1,820.0,528.0,4,11,吁,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],7,25
1,860.0,528.0,4,12,允,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],8,25
1,900.0,528.0,4,13,许,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],9,25
1,940.0,528.0,4,14,开,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],10,25
1,980.0,528.0,4,15,发,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],11,25
1,1020.0,528.0,4,16,商,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],12,25
1,1060.0,528.0,4,17,以,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],13,25
1,1100.0,528.0,4,18,降,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],14,25
1,1140.0,528.0,4,19,价,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],15,25
1,1180.0,528.0,4,20,促,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],16,25
1,1220.0,528.0,4,21,销,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],17,25
1,1260.0,528.0,4,22,的,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],18,25
1,1300.0,528.0,4,23,方,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],19,25
1,1340.0,528.0,4,24,式,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],20,25
1,1380.0,528.0,4,25,展,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],21,25
1,1420.0,528.0,4,26,开,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],22,25
1,1460.0,528.0,4,27,自,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],23,25
1,1500.0,528.0,4,28,救,】中国房地产报呼吁允许开发商以降价促销的方式展开自救，[SEP],24,25
1,1540.0,528.0,4,29,，,自救，[SEP],-1,1
1,380.0,592.0,5,0,对,[CLS]对此如何解读？[SEP],0,6
1,420.0,592.0,5,1,此,[CLS]对此如何解读？[SEP],1,6
1,460.0,592.0,5,2,如,[CLS]对此如何解读？[SEP],2,6
1,500.0,592.0,5,3,何,[CLS]对此如何解读？[SEP],3,6
1,540.0,592.0,5,4,解,[CLS]对此如何解读？[SEP],4,6
1,580.0,592.0,5,5,读,[CLS]对此如何解读？[SEP],5,6
1,620.0,592.0,5,6,？,解读？[SEP],-1,1
2,380.0,272.0,0,0,【,[CLS]【树洞,-1,1
2,420.0,272.0,0,1,树,[CLS]【树洞】,0,2
2,460.0,272.0,0,2,洞,[CLS]【树洞】,1,2
2,500.0,272.0,0,3,】,树洞】今天,-1,1
2,540.0,272.0,0,4,今,】今天北京天气好好，,0,8
2,580.0,272.0,0,5,天,】今天北京天气好好，,1,8
2,620.0,272.0,0,6,北,】今天北京天气好好，,2,8
2,660.0,272.0,0,7,京,】今天北京天气好好，,3,8
2,700.0,272.0,0,8,天,】今天北京天气好好，,4,8
2,740.0,272.0,0,9,气,】今天北京天气好好，,5,8
2,780.0,272.0,0,10,好,】今天北京天气好好，,6,8
2,820.0,272.0,0,11,好,】今天北京天气好好，,7,8
2,860.0,272.0,0,12,，,好好，去,-1,1
2,900.0,272.0,0,13,去,，去买咖啡店员说帮我用张券只花了六块[SEP],0,17
2,940.0,272.0,0,14,买,，去买咖啡店员说帮我用张券只花了六块[SEP],1,17
2,980.0,272.0,0,15,咖,，去买咖啡店员说帮我用张券只花了六块[SEP],2,17
2,1020.0,272.0,0,16,啡,，去买咖啡店员说帮我用张券只花了六块[SEP],3,17
2,1060.0,272.0,0,17,店,，去买咖啡店员说帮我用张券只花了六块[SEP],4,17
2,1100.0,272.0,0,18,员,，去买咖啡店员说帮我用张券只花了六块[SEP],5,17
2,1140.0,272.0,0,19,说,，去买咖啡店员说帮我用张券只花了六块[SEP],6,17
2,1180.0,272.0,0,20,帮,，去买咖啡店员说帮我用张券只花了六块[SEP],7,17
2,1220.0,272.0,0,21,我,，去买咖啡店员说帮我用张券只花了六块[SEP],8,17
2,1260.0,272.0,0,22,用,，去买咖啡店员说帮我用张券只花了六块[SEP],9,17
2,1300.0,272.0,0,23,张,，去买咖啡店员说帮我用张券只花了六块[SEP],10,17
2,1340.0,272.0,0,24,券,，去买咖啡店员说帮我用张券只花了六块[SEP],11,17
2,1380.0,272.0,0,25,只,，去买咖啡店员说帮我用张券只花了六块[SEP],12,17
2,1420.0,272.0,0,26,花,，去买咖啡店员说帮我用张券只花了六块[SEP],13,17
2,1460.0,272.0,0,27,了,，去买咖啡店员说帮我用张券只花了六块[SEP],14,17
2,1500.0,272.0,0,28,六,，去买咖啡店员说帮我用张券只花了六块[SEP],15,17
2,1540.0,272.0,0,29,块,，去买咖啡店员说帮我用张券只花了六块[SEP],16,17
2,380.0,336.0,1,0,钱,[CLS]钱，,0,1
2,420.0,336.0,1,1,，,钱，没有,-1,1
2,460.0,336.0,1,2,没,，没有对象的七夕也可以很开心。[SEP],0,13
2,500.0,336.0,1,3,有,，没有对象的七夕也可以很开心。[SEP],1,13
2,540.0,336.0,1,4,对,，没有对象的七夕也可以很开心。[SEP],2,13
2,580.0,336.0,1,5,象,，没有对象的七夕也可以很开心。[SEP],3,13
2,620.0,336.0,1,6,的,，没有对象的七夕也可以很开心。[SEP],4,13
2,660.0,336.0,1,7,七,，没有对象的七夕也可以很开心。[SEP],5,13
2,700.0,336.0,1,8,夕,，没有对象的七夕也可以很开心。[SEP],6,13
2,740.0,336.0,1,9,也,，没有对象的七夕也可以很开心。[SEP],7,13
2,780.0,336.0,1,10,可,，没有对象的七夕也可以很开心。[SEP],8,13
2,820.0,336.0,1,11,以,，没有对象的七夕也可以很开心。[SEP],9,13
2,860.0,336.0,1,12,很,，没有对象的七夕也可以很开心。[SEP],10,13
2,900.0,336.0,1,13,开,，没有对象的七夕也可以很开心。[SEP],11,13
2,940.0,336.0,1,14,心,，没有对象的七夕也可以很开心。[SEP],12,13
2,980.0,336.0,1,15,。,开心。[SEP],-1,1
2,380.0,400.0,2,0,【,[CLS]【树洞,-1,1
2,420.0,400.0,2,1,树,[CLS]【树洞】,0,2
2,460.0,400.0,2,2,洞,[CLS]【树洞】,1,2
2,500.0,400.0,2,3,】,树洞】我,-1,1
2,540.0,400.0,2,4,我,】我也不知道为什么，,0,8
2,580.0,400.0,2,5,也,】我也不知道为什么，,1,8
2,620.0,400.0,2,6,不,】我也不知道为什么，,2,8
2,660.0,400.0,2,7,知,】我也不知道为什么，,3,8
2,700.0,400.0,2,8,道,】我也不知道为什么，,4,8
2,740.0,400.0,2,9,为,】我也不知道为什么，,5,8
2,780.0,400.0,2,10,什,】我也不知道为什么，,6,8
2,820.0,400.0,2,11,么,】我也不知道为什么，,7,8
2,860.0,400.0,2,12,，,为什么，好像,-1,1
2,900.0,400.0,2,13,好,，好像特别招东北人喜欢，,0,10
2,940.0,400.0,2,14,像,，好像特别招东北人喜欢，,1,10
2,980.0,400.0,2,15,特,，好像特别招东北人喜欢，,2,10
2,1020.0,400.0,2,16,别,，好像特别招东北人喜欢，,3,10
2,1060.0,400.0,2,17,招,，好像特别招东北人喜欢，,4,10
2,1100.0,400.0,2,18,东,，好像特别招东北人喜欢，,5,10
2,1140.0,400.0,2,19,北,，好像特别招东北人喜欢，,6,10
2,1180.0,400.0,2,20,人,，好像特别招东北人喜欢，,7,10
2,1220.0,400.0,2,21,喜,，好像特别招东北人喜欢，,8,10
2,1260.0,400.0,2,22,欢,，好像特别招东北人喜欢，,9,10
2,1300.0,400.0,2,23,，,喜欢，前,-1,1
2,1340.0,400.0,2,24,前,，前男友是东北[SEP],0,6
2,1380.0,400.0,2,25,男,，前男友是东北[SEP],1,6
2,1420.0,400.0,2,26,友,，前男友是东北[SEP],2,6
2,1460.0,400.0,2,27,是,，前男友是东北[SEP],3,6
2,1500.0,400.0,2,28,东,，前男友是东北[SEP],4,6
2,1540.0,400.0,2,29,北,，前男友是东北[SEP],5,6
